vin,millesime,region,appellation,couleur,format,per,prix_unitaire,quantite,date,negociant,source,vin_clean
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,300cl,1.0,240.0,1,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,32,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,12.0,45.5,5,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023,Bordeaux,Pauillac,red,75cl,1.0,45.5,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,18,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20240906,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20240906,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,9,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,600cl,1.0,500.0,3,20240906,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241020,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241020,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,50.0,3,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,50.0,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,12.0,48.33,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,75cl,1.0,48.33,10,20240825,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,12.0,17.92,19,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,75cl,1.0,17.92,0,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,6.0,37.5,24,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2015,Bordeaux,Pauillac,red,150cl,1.0,37.5,0,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,12.0,19.17,32,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,75cl,1.0,19.17,0,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,6.0,40.0,9,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,150cl,1.0,40.0,0,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,300cl,1.0,125.0,20,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2016,Bordeaux,Pauillac,red,600cl,1.0,225.0,10,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,17.5,24,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2019,Bordeaux,Pauillac,red,75cl,1.0,17.5,0,20240825,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,12.0,158.33,5,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,75cl,1.0,158.33,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,6.0,316.67,3,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1986,Bordeaux,Pauillac,red,150cl,1.0,316.67,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,12.0,25.0,1,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,75cl,1.0,25.0,0,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2009,Bordeaux,Pauillac,red,600cl,1.0,265.0,6,20240825,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,12.0,41.67,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,300cl,1.0,265.0,6,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,Pauillac,red,600cl,1.0,500.0,2,20240825,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,12.0,31.67,1,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2005,Bordeaux,Pauillac,red,75cl,1.0,31.67,0,20240825,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,12.0,59.58,5,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2022,Bordeaux,Pauillac,red,75cl,1.0,59.58,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,12.0,20.08,5,20240825,bordeaux_farr_vintners,,lacoste borie
Lacoste Borie,2022,Bordeaux,Pauillac,red,75cl,1.0,20.08,0,20240825,bordeaux_farr_vintners,,lacoste borie
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,12.0,105.0,5,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,75cl,1.0,105.0,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,6.0,210.0,3,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1981,Bordeaux,Pauillac,red,150cl,1.0,210.0,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,38.33,3,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,3.0,166.67,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2017,Bordeaux,Pauillac,red,300cl,1.0,166.67,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,12.0,35.0,2,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2021,Bordeaux,Pauillac,red,75cl,1.0,35.0,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,12.0,112.5,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,1996,Bordeaux,Pauillac,red,75cl,1.0,112.5,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,38.33,9,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,1.0,38.33,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,600cl,1.0,500.0,3,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,12.0,44.17,2,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,1.0,44.17,6,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,300cl,1.0,240.0,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2016,Bordeaux,Pauillac,red,600cl,1.0,600.0,4,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2014,Bordeaux,Pauillac,red,75cl,12.0,37.5,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2014,Bordeaux,Pauillac,red,75cl,1.0,37.5,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,12.0,40.0,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2008,Bordeaux,Pauillac,red,75cl,1.0,40.0,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,75cl,12.0,41.67,1,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,75cl,1.0,41.67,0,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,300cl,1.0,240.0,8,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,450.0,4,20240825,bordeaux_farr_vintners,,grand puy lacoste
Grand Puy Lacoste,2023, Bordeaux,,red,75cl,6.0,45.5,5,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2022, Bordeaux,,red,75cl,6.0,59.67,1,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2021, Bordeaux,,red,75cl,6.0,50.0,3,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2020, Bordeaux,,red,75cl,6.0,48.33,13,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2005, Bordeaux,,red,75cl,12.0,78.33,2,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1995, Bordeaux,,red,75cl,12.0,112.5,1,20240823,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1988, Bordeaux,,red,150cl,6.0,141.67,1,20240823,albany_vintners,,grand puy lacoste
Lacoste Borie  (2nd wine of Grand Puy Lacoste),2010, Bordeaux,,red,75cl,12.0,24.17,3,20240823,albany_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,7,20240831,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,6,20240831,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20240831,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,5,20240831,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,1.0,28.29,12,20240831,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,12.0,19.0,1,20240831,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20240831,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20240831,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20240831,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20240831,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2014,Bordeaux,Pauillac,red,75cl,12.0,43.33,1,20241016,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2019,Bordeaux,Pauillac,red,75cl,6.0,41.67,1,20241016,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,12.0,49.17,1,20241016,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,10cl,1.0,650.0,1,20241016,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2015,Bordeaux,Pauillac,red,75cl,6.0,39.17,1,20240928,lassemblage,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,43.33,4,20240928,lassemblage,,grand puy lacoste
Grand Puy Lacoste,2023, Bordeaux,,red,75cl,6.0,45.5,5,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2022, Bordeaux,,red,75cl,6.0,59.67,1,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2021, Bordeaux,,red,75cl,6.0,50.0,3,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2020, Bordeaux,,red,75cl,6.0,48.33,13,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,2005, Bordeaux,,red,75cl,12.0,78.33,2,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1995, Bordeaux,,red,75cl,12.0,112.5,1,20240901,albany_vintners,,grand puy lacoste
Grand Puy Lacoste,1988, Bordeaux,,red,150cl,6.0,141.67,1,20240901,albany_vintners,,grand puy lacoste
Lacoste Borie  (2nd wine of Grand Puy Lacoste),2010, Bordeaux,,red,75cl,12.0,24.17,3,20240901,albany_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,1990,Bordeaux,Pauillac,red,75cl,1.0,200.0,2,20241011,mann_fine_wine,,grand puy lacoste
Grand Puy Lacoste,1989,Bordeaux,Pauillac,red,75cl,12.0,114.5,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,1997,Bordeaux,Pauillac,red,75cl,12.0,49.0,2.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2005,Bordeaux,Pauillac,red,75cl,12.0,78.33,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,Pauillac,red,150cl,6.0,120.5,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2010,Bordeaux,Pauillac,red,75cl,6.0,60.5,2.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2011,Bordeaux,Pauillac,red,75cl,12.0,40.5,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2013,Bordeaux,Pauillac,red,75cl,12.0,34.67,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2013,Bordeaux,Pauillac,red,75cl,6.0,36.0,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2014,Bordeaux,Pauillac,red,75cl,6.0,42.67,2.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2014,Bordeaux,Pauillac,red,150cl,6.0,94.33,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,6.0,75.0,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,75cl,12.0,43.83,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2015,Bordeaux,Pauillac,red,150cl,6.0,92.67,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,150cl,3.0,80.0,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2019,Bordeaux,Pauillac,red,75cl,6.0,40.0,1.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,600cl,1.0,481.0,2.0,20241002,wine_bourse,,grand puy lacoste
Grand Puy Lacoste,2020,Bordeaux,Pauillac,red,150cl,3.0,125.67,4.0,20241002,wine_bourse,,grand puy lacoste
Lacoste Borie,2021,Bordeaux,Pauillac,red,75cl,6.0,21.67,20.0,20241002,wine_bourse,,lacoste borie
Grand Puy Lacoste,2006,Bordeaux,,red,150cl,6.0,93.33,1.0,20240908,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20240908,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,3.0,20240908,appellations_uk,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,5,20241031,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20241031,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,4,20241031,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,1,20241031,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,1.0,27.46,6,20241031,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20241031,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20241031,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20241031,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20241031,brunswick,,grand puy lacoste
Grand Puy Lacoste,2006,Bordeaux,,red,150cl,6.0,93.33,1.0,20241004,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241004,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2018,Bordeaux,,red,75cl,6.0,50.0,2.0,20241004,appellations_uk,,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20240820,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2019.0,Bordeaux,,red,75cl,6.0,42.0,5,20240820,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20240820,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,47.67,1,20240820,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,59.0,4,20240820,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20240820,cru_wine,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2014,Bordeaux,Pauillac,red,75cl,12.0,37.5,1,20241102,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2019,Bordeaux,Pauillac,red,75cl,6.0,41.67,1,20241102,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,12.0,49.17,1,20241102,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,10cl,1.0,650.0,1,20241102,ig_wines,,grand puy lacoste
Grand Puy Lacoste,2017.0,Bordeaux,,red,75cl,6.0,40.33,30,20241004,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2020.0,Bordeaux,,red,75cl,6.0,43.83,2,20241004,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2021.0,Bordeaux,,red,75cl,6.0,43.33,1,20241004,cru_wine,,grand puy lacoste
Grand Puy Lacoste,2022.0,Bordeaux,,red,75cl,6.0,59.0,4,20241004,cru_wine,,grand puy lacoste
Lacoste-Borie,2020.0,Bordeaux,,red,75cl,6.0,17.33,1,20241004,cru_wine,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,41.67,10,20241009,ditton_wine,,grand puy lacoste
Lacoste-Borie,2016,Bordeaux,Pauillac,red,75cl,6.0,30.0,10,20241002,decorum_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2017,Bordeaux,Pauillac,red,75cl,6.0,50.0,1,20241002,decorum_vintners,,grand puy lacoste
Lacoste-Borie,2018,Bordeaux,Pauillac,red,75cl,6.0,22.5,9,20241002,decorum_vintners,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,59.5,4,20241002,decorum_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2021,Bordeaux,Pauillac,red,75cl,6.0,52.0,1,20241002,decorum_vintners,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,5,20241018,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,2,20241018,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20241018,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,5,20241018,brunswick,,grand puy lacoste
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,1.0,27.46,12,20241018,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20241018,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20241018,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20241018,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2023,Bordeaux,Pauillac,red,75cl,6.0,45.5,5,20241018,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,41.67,10,20241011,ditton_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,42.5,11,20240810,ditton_wine,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2014,Bordeaux,Pauillac,red,75cl,12.0,43.33,1,20241006,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2019,Bordeaux,Pauillac,red,75cl,6.0,41.67,1,20241006,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,12.0,49.17,1,20241006,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,10cl,1.0,650.0,1,20241006,ig_wines,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2006,Bordeaux,Pauillac,red,75cl,1.0,66.62,7,20240910,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,80.62,4,20240910,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2010,Bordeaux,Pauillac,red,75cl,1.0,83.29,6,20240910,brunswick,,grand puy lacoste
Lacoste-Borie,2010,Bordeaux,Pauillac,red,75cl,1.0,41.62,4,20240910,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,1.0,28.29,12,20240910,brunswick,,lacoste borie
Lacoste-Borie,2017,Bordeaux,Pauillac,red,75cl,12.0,19.0,1,20240910,brunswick,,lacoste borie
Lacoste-Borie,2019,Bordeaux,Pauillac,red,75cl,12.0,20.0,3,20240910,brunswick,,lacoste borie
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2020,Bordeaux,Pauillac,red,75cl,6.0,50.5,2,20240910,brunswick,,grand puy lacoste
Chateau Grand-Puy-Lacoste 5eme Cru Classe,2022,Bordeaux,Pauillac,red,75cl,6.0,59.67,3,20240910,brunswick,,grand puy lacoste
